T1-AntesDeConectar;T2-AposConectar
1520719169589;1520719172324

Contador;IniLoop;StreamSize;ResponseTime
4771;1520720618572;4772000;73
4772;1520720618779;4773000;74
4773;1520720618991;4774000;74
4774;1520720619201;4775000;68
4775;1520720619413;4776000;82
4776;1520720619621;4777000;71
4777;1520720619828;4778000;73
4778;1520720620039;4779000;78
4779;1520720620247;4780000;71
4780;1520720620459;4781000;79
4781;1520720620669;4782000;75
4782;1520720620876;4783000;71
4783;1520720621091;4784000;86
4784;1520720621302;4785000;76
4785;1520720621514;4786000;76
4786;1520720621722;4787000;72
4787;1520720621934;4788000;76
4788;1520720622146;4789000;84
4789;1520720622368;4790000;94
4790;1520720622576;4791000;75
4791;1520720622788;4792000;78
4792;1520720623004;4793000;85
4793;1520720623214;4794000;78
4794;1520720623425;4795000;74
4795;1520720623637;4796000;86
4796;1520720623845;4797000;77
4797;1520720624052;4798000;78
4798;1520720624261;4799000;80
4799;1520720624470;4800000;79
4800;1520720624681;4801000;83
4801;1520720624891;4802000;74
4802;1520720625099;4803000;77
4803;1520720625316;4804000;91
4804;1520720625524;4805000;68
4805;1520720625733;4806000;80
4806;1520720625946;4807000;87
4807;1520720626159;4808000;79
4808;1520720626370;4809000;81
4809;1520720626588;4810000;84
4810;1520720626801;4811000;82
4811;1520720627012;4812000;79
4812;1520720627216;4813000;75
4813;1520720627426;4814000;79
4814;1520720627636;4815000;80
4815;1520720627847;4816000;84
4816;1520720628055;4817000;73
4817;1520720628266;4818000;76
4818;1520720628477;4819000;77
4819;1520720628691;4820000;84
4820;1520720628903;4821000;85
4821;1520720629109;4822000;74
4822;1520720629312;4823000;73
4823;1520720629523;4824000;79
4824;1520720629738;4825000;82
4825;1520720629945;4826000;78
4826;1520720630152;4827000;74
4827;1520720630362;4828000;80
4828;1520720630572;4829000;78
4829;1520720630781;4830000;79
4830;1520720631000;4831000;93
4831;1520720631202;4832000;75
4832;1520720631417;4833000;73
4833;1520720631626;4834000;77
4834;1520720631834;4835000;73
4835;1520720632045;4836000;82
4836;1520720632254;4837000;81
4837;1520720632464;4838000;72
4838;1520720632674;4839000;79
4839;1520720632876;4840000;74
4840;1520720633090;4841000;84
4841;1520720633299;4842000;75
4842;1520720633511;4843000;80
4843;1520720633716;4844000;77
4844;1520720633921;4845000;77
4845;1520720634129;4846000;80
4846;1520720634338;4847000;80
4847;1520720634553;4848000;85
4848;1520720634762;4849000;83
4849;1520720634967;4850000;66
4850;1520720635173;4851000;78
4851;1520720635378;4852000;76
4852;1520720635614;4853000;76
4853;1520720635817;4854000;70
4854;1520720636022;4855000;73
4855;1520720636232;4856000;81
4856;1520720636440;4857000;76
4857;1520720636649;4858000;79
4858;1520720636858;4859000;85
4859;1520720637068;4860000;82
4860;1520720637275;4861000;80
4861;1520720637483;4862000;85
4862;1520720637688;4863000;74
4863;1520720637898;4864000;74
4864;1520720638104;4865000;69
4865;1520720638310;4866000;82
4866;1520720638514;4867000;66
4867;1520720638716;4868000;69
4868;1520720638927;4869000;82
4869;1520720639140;4870000;86
4870;1520720639345;4871000;78
4871;1520720639552;4872000;74
4872;1520720639758;4873000;72
4873;1520720639964;4874000;70
4874;1520720640182;4875000;91
4875;1520720640388;4876000;80
4876;1520720640595;4877000;81
4877;1520720640805;4878000;85
4878;1520720641009;4879000;72
4879;1520720641216;4880000;79
4880;1520720641421;4881000;76
4881;1520720641624;4882000;77
4882;1520720641832;4883000;78
4883;1520720642043;4884000;91
4884;1520720642253;4885000;84
4885;1520720642458;4886000;79
4886;1520720642664;4887000;78
4887;1520720642871;4888000;85
4888;1520720643079;4889000;85
4889;1520720643287;4890000;76
4890;1520720643497;4891000;78
4891;1520720643706;4892000;85
4892;1520720643914;4893000;85
4893;1520720644117;4894000;78
4894;1520720644329;4895000;83
4895;1520720644536;4896000;71
4896;1520720644742;4897000;81
4897;1520720644945;4898000;80
4898;1520720645149;4899000;80
4899;1520720645353;4900000;72
4900;1520720645561;4901000;83
4901;1520720645764;4902000;70
4902;1520720645967;4903000;72
4903;1520720646167;4904000;75
4904;1520720646377;4905000;83
4905;1520720646584;4906000;76
4906;1520720646790;4907000;72
4907;1520720646998;4908000;80
4908;1520720647213;4909000;77
4909;1520720647413;4910000;78
4910;1520720647621;4911000;85
4911;1520720647827;4912000;78
4912;1520720648035;4913000;86
4913;1520720648236;4914000;76
4914;1520720648441;4915000;81
4915;1520720648646;4916000;81
4916;1520720648852;4917000;77
4917;1520720649059;4918000;84
4918;1520720649259;4919000;74
4919;1520720649462;4920000;80
4920;1520720649668;4921000;77
4921;1520720649877;4922000;87
4922;1520720650084;4923000;84
4923;1520720650291;4924000;84
4924;1520720650493;4925000;80
4925;1520720650701;4926000;83
4926;1520720650911;4927000;84
4927;1520720651118;4928000;78
4928;1520720651320;4929000;75
4929;1520720651523;4930000;77
4930;1520720651728;4931000;79
4931;1520720651935;4932000;77
4932;1520720652135;4933000;72
4933;1520720652337;4934000;85
4934;1520720652543;4935000;79
4935;1520720652745;4936000;79
4936;1520720652956;4937000;89
4937;1520720653158;4938000;71
4938;1520720653361;4939000;75
4939;1520720653566;4940000;80
4940;1520720653771;4941000;78
4941;1520720653974;4942000;81
4942;1520720654177;4943000;82
4943;1520720654377;4944000;78
4944;1520720654585;4945000;83
4945;1520720654786;4946000;79
4946;1520720654989;4947000;77
4947;1520720655197;4948000;83
4948;1520720655408;4949000;78
4949;1520720655614;4950000;85
4950;1520720655824;4951000;82
4951;1520720656026;4952000;77
4952;1520720656230;4953000;83
4953;1520720656432;4954000;76
4954;1520720656639;4955000;89
4955;1520720656847;4956000;86
4956;1520720657052;4957000;83
4957;1520720657252;4958000;81
4958;1520720657453;4959000;78
4959;1520720657658;4960000;79
4960;1520720657861;4961000;83
4961;1520720658064;4962000;78
4962;1520720658265;4963000;80
4963;1520720658468;4964000;84
4964;1520720658672;4965000;83
4965;1520720658880;4966000;86
4966;1520720659085;4967000;86
4967;1520720659289;4968000;82
4968;1520720659488;4969000;76
4969;1520720659693;4970000;94
4970;1520720659902;4971000;91
4971;1520720660103;4972000;82
4972;1520720660305;4973000;83
4973;1520720660509;4974000;82
4974;1520720660717;4975000;90
4975;1520720660919;4976000;79
4976;1520720661119;4977000;76
4977;1520720661326;4978000;87
4978;1520720661531;4979000;88
4979;1520720661733;4980000;75
4980;1520720661939;4981000;83
4981;1520720662143;4982000;79
4982;1520720662348;4983000;85
4983;1520720662556;4984000;88
4984;1520720662754;4985000;74
4985;1520720662955;4986000;79
4986;1520720663158;4987000;83
4987;1520720663364;4988000;85
4988;1520720663566;4989000;81
4989;1520720663771;4990000;86
4990;1520720663970;4991000;72
4991;1520720664171;4992000;79
4992;1520720664376;4993000;85
4993;1520720664583;4994000;87
4994;1520720664781;4995000;76
4995;1520720664979;4996000;77
4996;1520720665216;4997000;118
4997;1520720665421;4998000;84
4998;1520720665623;4999000;78
4999;1520720665827;5000000;86
5000;1520720666033;5001000;82
5001;1520720666233;5002000;81
5002;1520720666437;5003000;86
5003;1520720666655;5004000;103
5004;1520720666855;5005000;79
5005;1520720667060;5006000;83
5006;1520720667259;5007000;75
5007;1520720667465;5008000;87
5008;1520720667665;5009000;76
5009;1520720667869;5010000;85
5010;1520720668072;5011000;83
5011;1520720668275;5012000;86
5012;1520720668473;5013000;73
5013;1520720668674;5014000;81
5014;1520720668877;5015000;81
5015;1520720669081;5016000;89
5016;1520720669284;5017000;83
5017;1520720669488;5018000;88
5018;1520720669687;5019000;69
5019;1520720669889;5020000;77
5020;1520720670085;5021000;77
5021;1520720670285;5022000;78
5022;1520720670491;5023000;87
5023;1520720670690;5024000;81
5024;1520720670895;5025000;92
5025;1520720671094;5026000;80
5026;1520720671288;5027000;80
5027;1520720671485;5028000;78
5028;1520720671689;5029000;88
5029;1520720671884;5030000;80
5030;1520720672086;5031000;78
5031;1520720672282;5032000;80
5032;1520720672487;5033000;90
5033;1520720672685;5034000;74
5034;1520720672888;5035000;90
5035;1520720673089;5036000;80
5036;1520720673290;5037000;82
5037;1520720673490;5038000;80
5038;1520720673692;5039000;82
5039;1520720673898;5040000;84
5040;1520720674101;5041000;79
5041;1520720674300;5042000;86
5042;1520720674499;5043000;81
5043;1520720674701;5044000;76
5044;1520720674904;5045000;82
5045;1520720675108;5046000;89
5046;1520720675309;5047000;83
5047;1520720675513;5048000;90
5048;1520720675711;5049000;80
5049;1520720675923;5050000;89
5050;1520720676124;5051000;82
5051;1520720676327;5052000;83
5052;1520720676527;5053000;74
5053;1520720676726;5054000;78
5054;1520720676925;5055000;80
5055;1520720677126;5056000;86
5056;1520720677324;5057000;79
5057;1520720677526;5058000;88
5058;1520720677726;5059000;80
5059;1520720677925;5060000;83
5060;1520720678126;5061000;84
5061;1520720678325;5062000;82
5062;1520720678524;5063000;82
5063;1520720678728;5064000;88
5064;1520720678925;5065000;79
5065;1520720679125;5066000;89
5066;1520720679323;5067000;80
5067;1520720679524;5068000;82
5068;1520720679726;5069000;84
5069;1520720679927;5070000;76
5070;1520720680127;5071000;75
5071;1520720680323;5072000;86
5072;1520720680522;5073000;89
5073;1520720680724;5074000;87
5074;1520720680922;5075000;79
5075;1520720681122;5076000;74
5076;1520720681317;5077000;72
5077;1520720681518;5078000;88
5078;1520720681718;5079000;81
5079;1520720681918;5080000;89
5080;1520720682120;5081000;90
5081;1520720682319;5082000;82
5082;1520720682515;5083000;82
5083;1520720682714;5084000;83
5084;1520720682913;5085000;82
5085;1520720683116;5086000;85
5086;1520720683318;5087000;88
5087;1520720683521;5088000;89
5088;1520720683722;5089000;87
5089;1520720683924;5090000;82
5090;1520720684125;5091000;87
5091;1520720684326;5092000;88
5092;1520720684527;5093000;81
5093;1520720684727;5094000;87
5094;1520720684920;5095000;79
5095;1520720685127;5096000;78
5096;1520720685324;5097000;81
5097;1520720685520;5098000;86
5098;1520720685720;5099000;82
5099;1520720685919;5100000;82
5100;1520720686120;5101000;88
5101;1520720686315;5102000;81
5102;1520720686513;5103000;84
5103;1520720686712;5104000;86
5104;1520720686916;5105000;93
5105;1520720687114;5106000;85
5106;1520720687320;5107000;94
5107;1520720687521;5108000;87
5108;1520720687720;5109000;86
5109;1520720687920;5110000;81
5110;1520720688117;5111000;79
5111;1520720688313;5112000;84
5112;1520720688508;5113000;81
5113;1520720688706;5114000;85
5114;1520720688902;5115000;83
5115;1520720689102;5116000;85
5116;1520720689300;5117000;84
5117;1520720689504;5118000;91
5118;1520720689703;5119000;91
5119;1520720689904;5120000;89
5120;1520720690113;5121000;91
5121;1520720690322;5122000;95
5122;1520720690538;5123000;99
5123;1520720690737;5124000;81
5124;1520720690935;5125000;82
5125;1520720691148;5126000;100
5126;1520720691338;5127000;79
5127;1520720691536;5128000;88
5128;1520720691732;5129000;82
5129;1520720691929;5130000;84
5130;1520720692124;5131000;79
5131;1520720692319;5132000;83
5132;1520720692517;5133000;80
5133;1520720692712;5134000;84
5134;1520720692909;5135000;75
5135;1520720693109;5136000;86
5136;1520720693305;5137000;87
5137;1520720693504;5138000;90
5138;1520720693703;5139000;81
5139;1520720693909;5140000;94
5140;1520720694105;5141000;83
5141;1520720694302;5142000;84
5142;1520720694500;5143000;92
5143;1520720694704;5144000;99
5144;1520720694901;5145000;81
5145;1520720695104;5146000;95
5146;1520720695299;5147000;76
5147;1520720695531;5148000;91
5148;1520720695726;5149000;84
5149;1520720695921;5150000;81
5150;1520720696116;5151000;74
5151;1520720696313;5152000;85
5152;1520720696512;5153000;92
5153;1520720696708;5154000;84
5154;1520720696907;5155000;86
5155;1520720697103;5156000;79
5156;1520720697300;5157000;81
5157;1520720697496;5158000;79
5158;1520720697691;5159000;75
5159;1520720697891;5160000;94
5160;1520720698081;5161000;78
5161;1520720698279;5162000;88
5162;1520720698477;5163000;82
5163;1520720698683;5164000;91
5164;1520720698880;5165000;73
5165;1520720699076;5166000;85
5166;1520720699274;5167000;93
5167;1520720699468;5168000;83
5168;1520720699669;5169000;88
5169;1520720699867;5170000;89
5170;1520720700061;5171000;83
5171;1520720700255;5172000;77
5172;1520720700452;5173000;88
5173;1520720700646;5174000;82
5174;1520720700836;5175000;78
5175;1520720701033;5176000;88
5176;1520720701229;5177000;82
5177;1520720701421;5178000;83
5178;1520720701618;5179000;77
5179;1520720701811;5180000;82
5180;1520720702010;5181000;91
5181;1520720702206;5182000;85
5182;1520720702401;5183000;85
5183;1520720702597;5184000;87
5184;1520720702793;5185000;86
5185;1520720702987;5186000;78
5186;1520720703187;5187000;85
5187;1520720703386;5188000;86
5188;1520720703577;5189000;74
5189;1520720703772;5190000;82
5190;1520720703969;5191000;81
5191;1520720704168;5192000;90
5192;1520720704369;5193000;97
5193;1520720704567;5194000;85
5194;1520720704762;5195000;86
5195;1520720704958;5196000;85
5196;1520720705149;5197000;81
5197;1520720705348;5198000;85
5198;1520720705546;5199000;86
5199;1520720705737;5200000;84
5200;1520720705933;5201000;84
5201;1520720706131;5202000;91
5202;1520720706328;5203000;86
5203;1520720706524;5204000;81
5204;1520720706716;5205000;81
5205;1520720706914;5206000;92
5206;1520720707108;5207000;86
5207;1520720707302;5208000;86
5208;1520720707497;5209000;87
5209;1520720707688;5210000;79
5210;1520720707881;5211000;74
5211;1520720708073;5212000;85
5212;1520720708265;5213000;84
5213;1520720708460;5214000;82
5214;1520720708655;5215000;88
5215;1520720708845;5216000;82
5216;1520720709039;5217000;79
5217;1520720709234;5218000;82
5218;1520720709427;5219000;87
5219;1520720709624;5220000;85
5220;1520720709817;5221000;79
5221;1520720710011;5222000;83
5222;1520720710209;5223000;96
5223;1520720710402;5224000;87
5224;1520720710600;5225000;89
5225;1520720710791;5226000;82
5226;1520720710986;5227000;80
5227;1520720711193;5228000;96
5228;1520720711392;5229000;99
5229;1520720711590;5230000;90
5230;1520720711785;5231000;83
5231;1520720711984;5232000;89
5232;1520720712176;5233000;89
5233;1520720712366;5234000;81
5234;1520720712568;5235000;96
5235;1520720712775;5236000;101
5236;1520720712965;5237000;81
5237;1520720713163;5238000;84
5238;1520720713353;5239000;93
5239;1520720713548;5240000;86
5240;1520720713739;5241000;78
5241;1520720713928;5242000;86
5242;1520720714123;5243000;84
5243;1520720714316;5244000;86
5244;1520720714511;5245000;93
5245;1520720714706;5246000;90
5246;1520720714897;5247000;88
5247;1520720715094;5248000;82
5248;1520720715288;5249000;84
5249;1520720715484;5250000;95
5250;1520720715680;5251000;84
5251;1520720715876;5252000;83
5252;1520720716074;5253000;95
5253;1520720716265;5254000;84
5254;1520720716460;5255000;90
5255;1520720716655;5256000;85
5256;1520720716849;5257000;82
5257;1520720717044;5258000;86
5258;1520720717234;5259000;82
5259;1520720717431;5260000;86
5260;1520720717629;5261000;95
5261;1520720717825;5262000;89
5262;1520720718015;5263000;77
5263;1520720718208;5264000;89
5264;1520720718401;5265000;83
5265;1520720718595;5266000;88
5266;1520720718790;5267000;85
5267;1520720718987;5268000;101
5268;1520720719178;5269000;86
5269;1520720719371;5270000;83
5270;1520720719560;5271000;73
5271;1520720719757;5272000;90
5272;1520720719947;5273000;84
5273;1520720720145;5274000;91
5274;1520720720333;5275000;80
5275;1520720720527;5276000;82
5276;1520720720718;5277000;83
5277;1520720720921;5278000;92
5278;1520720721108;5279000;78
5279;1520720721302;5280000;93
5280;1520720721496;5281000;91
5281;1520720721688;5282000;86
5282;1520720721882;5283000;89
5283;1520720722071;5284000;84
5284;1520720722259;5285000;83
5285;1520720722454;5286000;93
5286;1520720722648;5287000;89
5287;1520720722844;5288000;86
5288;1520720723033;5289000;73
5289;1520720723224;5290000;84
5290;1520720723414;5291000;80
5291;1520720723608;5292000;91
5292;1520720723799;5293000;79
5293;1520720723990;5294000;89
5294;1520720724180;5295000;82
5295;1520720724374;5296000;83
5296;1520720724568;5297000;91
5297;1520720724762;5298000;80
5298;1520720724954;5299000;89
5299;1520720725146;5300000;87
5300;1520720725339;5301000;86
5301;1520720725533;5302000;101
5302;1520720725724;5303000;80
5303;1520720725922;5304000;93
5304;1520720726119;5305000;91
5305;1520720726315;5306000;89
5306;1520720726502;5307000;81
5307;1520720726697;5308000;90
5308;1520720726889;5309000;82
5309;1520720727092;5310000;88
5310;1520720727280;5311000;80
5311;1520720727473;5312000;89
5312;1520720727665;5313000;82
5313;1520720727874;5314000;90
5314;1520720728071;5315000;92
5315;1520720728272;5316000;90
5316;1520720728464;5317000;86
5317;1520720728658;5318000;85
5318;1520720728854;5319000;97
5319;1520720729047;5320000;85
5320;1520720729242;5321000;95
5321;1520720729429;5322000;82
5322;1520720729638;5323000;111
5323;1520720729863;5324000;96
5324;1520720730074;5325000;96
5325;1520720730275;5326000;88
5326;1520720730472;5327000;84
5327;1520720730662;5328000;90
5328;1520720730854;5329000;88
5329;1520720731046;5330000;83
5330;1520720731236;5331000;84
5331;1520720731426;5332000;86
5332;1520720731614;5333000;82
5333;1520720731804;5334000;86
5334;1520720732000;5335000;97
5335;1520720732191;5336000;86
5336;1520720732384;5337000;86
5337;1520720732575;5338000;92
5338;1520720732766;5339000;91
5339;1520720732963;5340000;91
5340;1520720733154;5341000;87
5341;1520720733348;5342000;83
5342;1520720733541;5343000;87
5343;1520720733731;5344000;90
5344;1520720733923;5345000;84
5345;1520720734118;5346000;88
5346;1520720734309;5347000;92
5347;1520720734500;5348000;88
5348;1520720734693;5349000;95
5349;1520720734894;5350000;95
5350;1520720735084;5351000;90
5351;1520720735276;5352000;86
5352;1520720735463;5353000;91
5353;1520720735655;5354000;81
5354;1520720735848;5355000;90
5355;1520720736041;5356000;90
5356;1520720736230;5357000;89
5357;1520720736419;5358000;87
5358;1520720736614;5359000;93
5359;1520720736805;5360000;86
5360;1520720736996;5361000;87
5361;1520720737184;5362000;84
5362;1520720737373;5363000;84
5363;1520720737563;5364000;82
5364;1520720737749;5365000;84
5365;1520720737940;5366000;90
5366;1520720738131;5367000;93
5367;1520720738320;5368000;83
5368;1520720738509;5369000;87
5369;1520720738699;5370000;91
5370;1520720738885;5371000;81
5371;1520720739074;5372000;82
5372;1520720739264;5373000;85
5373;1520720739455;5374000;90
5374;1520720739654;5375000;100
5375;1520720739854;5376000;105
5376;1520720740049;5377000;93
5377;1520720740240;5378000;93
5378;1520720740429;5379000;79
5379;1520720740618;5380000;96
5380;1520720740807;5381000;79
5381;1520720741014;5382000;89
5382;1520720741205;5383000;88
5383;1520720741398;5384000;95
5384;1520720741722;5385000;150
5385;1520720741914;5386000;85
5386;1520720742109;5387000;100
5387;1520720742299;5388000;86
5388;1520720742493;5389000;94
5389;1520720742685;5390000;91
5390;1520720742875;5391000;88
5391;1520720743061;5392000;93
5392;1520720743255;5393000;90
5393;1520720743445;5394000;91
5394;1520720743635;5395000;91
5395;1520720743835;5396000;98
5396;1520720744031;5397000;96
5397;1520720744221;5398000;87
5398;1520720744410;5399000;95
5399;1520720744598;5400000;80
5400;1520720744785;5401000;94
5401;1520720744972;5402000;86
5402;1520720745160;5403000;90
5403;1520720745346;5404000;84
5404;1520720745535;5405000;92
5405;1520720745723;5406000;83
5406;1520720745910;5407000;86
5407;1520720746100;5408000;86
5408;1520720746289;5409000;88
5409;1520720746482;5410000;93
5410;1520720746676;5411000;98
5411;1520720746865;5412000;90
5412;1520720747053;5413000;89
5413;1520720747243;5414000;89
5414;1520720747430;5415000;91
5415;1520720747618;5416000;89
5416;1520720747804;5417000;84
5417;1520720747992;5418000;89
5418;1520720748180;5419000;85
5419;1520720748369;5420000;90
5420;1520720748556;5421000;91
5421;1520720748741;5422000;82
5422;1520720748945;5423000;106
5423;1520720749128;5424000;83
5424;1520720749313;5425000;82
5425;1520720749504;5426000;91
5426;1520720749694;5427000;87
5427;1520720749885;5428000;98
5428;1520720750072;5429000;86
5429;1520720750258;5430000;90
5430;1520720750446;5431000;86
5431;1520720750631;5432000;86
5432;1520720750823;5433000;97
5433;1520720751010;5434000;87
5434;1520720751199;5435000;91
5435;1520720751387;5436000;95
5436;1520720751577;5437000;87
5437;1520720751765;5438000;89
5438;1520720751954;5439000;85
5439;1520720752143;5440000;96
5440;1520720752328;5441000;86
5441;1520720752516;5442000;90
5442;1520720752707;5443000;92
5443;1520720752896;5444000;91
5444;1520720753084;5445000;88
5445;1520720753270;5446000;87
5446;1520720753464;5447000;96
5447;1520720753653;5448000;90
5448;1520720753841;5449000;92
5449;1520720754027;5450000;83
5450;1520720754216;5451000;91
5451;1520720754405;5452000;92
5452;1520720754601;5453000;96
5453;1520720754787;5454000;85
5454;1520720754980;5455000;100
5455;1520720755167;5456000;87
5456;1520720755355;5457000;96
5457;1520720755570;5458000;91
5458;1520720755762;5459000;91
5459;1520720755957;5460000;100
5460;1520720756145;5461000;89
5461;1520720756335;5462000;90
5462;1520720756522;5463000;84
5463;1520720756713;5464000;99
5464;1520720756899;5465000;86
5465;1520720757091;5466000;95
5466;1520720757278;5467000;82
5467;1520720757464;5468000;90
5468;1520720757663;5469000;78
5469;1520720757880;5470000;120
5470;1520720758082;5471000;107
5471;1520720758279;5472000;101
5472;1520720758492;5473000;110
5473;1520720758701;5474000;106
5474;1520720758896;5475000;98
5475;1520720759081;5476000;81
5476;1520720759270;5477000;93
5477;1520720759456;5478000;91
5478;1520720759650;5479000;94
5479;1520720759839;5480000;89
5480;1520720760030;5481000;99
5481;1520720760218;5482000;83
5482;1520720760408;5483000;96
5483;1520720760600;5484000;89
5484;1520720760785;5485000;87
5485;1520720760973;5486000;94
5486;1520720761159;5487000;88
5487;1520720761348;5488000;95
5488;1520720761531;5489000;89
5489;1520720761717;5490000;92
5490;1520720761905;5491000;93
5491;1520720762092;5492000;87
5492;1520720762280;5493000;88
5493;1520720762465;5494000;88
5494;1520720762651;5495000;93
5495;1520720762844;5496000;103
5496;1520720763029;5497000;86
5497;1520720763213;5498000;86
5498;1520720763396;5499000;87
5499;1520720763583;5500000;94
5500;1520720763770;5501000;87
5501;1520720763957;5502000;89
5502;1520720764154;5503000;100
5503;1520720764344;5504000;94
5504;1520720764534;5505000;91
5505;1520720764727;5506000;102
5506;1520720764915;5507000;94
5507;1520720765098;5508000;84
5508;1520720765280;5509000;84
5509;1520720765463;5510000;86
5510;1520720765652;5511000;88
5511;1520720765840;5512000;89
5512;1520720766026;5513000;90
5513;1520720766210;5514000;86
5514;1520720766394;5515000;83
5515;1520720766579;5516000;82
5516;1520720766763;5517000;94
5517;1520720766948;5518000;89
5518;1520720767135;5519000;89
5519;1520720767316;5520000;84
5520;1520720767505;5521000;89
5521;1520720767690;5522000;86
5522;1520720767877;5523000;92
5523;1520720768062;5524000;88
5524;1520720768250;5525000;96
5525;1520720768431;5526000;86
5526;1520720768620;5527000;93
5527;1520720768812;5528000;91
5528;1520720768999;5529000;90
5529;1520720769185;5530000;95
5530;1520720769369;5531000;89
5531;1520720769554;5532000;86
5532;1520720769748;5533000;97
5533;1520720769942;5534000;98
5534;1520720770122;5535000;87
5535;1520720770307;5536000;94
5536;1520720770490;5537000;97
5537;1520720770679;5538000;97
5538;1520720770869;5539000;99
5539;1520720771052;5540000;87
5540;1520720771236;5541000;83
5541;1520720771432;5542000;96
5542;1520720771624;5543000;97
5543;1520720771813;5544000;98
5544;1520720772004;5545000;97
5545;1520720772193;5546000;95
5546;1520720772395;5547000;91
5547;1520720772604;5548000;115
5548;1520720772795;5549000;88
5549;1520720772982;5550000;88
5550;1520720773169;5551000;93
5551;1520720773352;5552000;90
5552;1520720773536;5553000;96
5553;1520720773725;5554000;92
5554;1520720773912;5555000;89
5555;1520720774090;5556000;83
5556;1520720774275;5557000;91
5557;1520720774461;5558000;93
5558;1520720774647;5559000;94
5559;1520720774833;5560000;95
5560;1520720775020;5561000;94
5561;1520720775220;5562000;113
5562;1520720775433;5563000;125
5563;1520720775637;5564000;102
5564;1520720775836;5565000;108
5565;1520720776030;5566000;95
5566;1520720776215;5567000;87
5567;1520720776408;5568000;100
5568;1520720776606;5569000;109
5569;1520720776794;5570000;104
5570;1520720776975;5571000;83
5571;1520720777161;5572000;91
5572;1520720777345;5573000;95
5573;1520720777528;5574000;90
5574;1520720777712;5575000;97
5575;1520720777897;5576000;93
5576;1520720778079;5577000;88
5577;1520720778260;5578000;87
5578;1520720778442;5579000;96
5579;1520720778626;5580000;88
5580;1520720778804;5581000;85
5581;1520720778990;5582000;99
5582;1520720779172;5583000;83
5583;1520720779357;5584000;91
5584;1520720779536;5585000;86
5585;1520720779718;5586000;88
5586;1520720779905;5587000;91
5587;1520720780087;5588000;93
5588;1520720780269;5589000;88
5589;1520720780451;5590000;83
5590;1520720780635;5591000;97
5591;1520720780824;5592000;96
5592;1520720781001;5593000;86
5593;1520720781187;5594000;98
5594;1520720781367;5595000;85
5595;1520720781558;5596000;95
5596;1520720781742;5597000;83
5597;1520720781936;5598000;99
5598;1520720782122;5599000;92
5599;1520720782305;5600000;87
5600;1520720782488;5601000;98
5601;1520720782675;5602000;95
5602;1520720782866;5603000;95
5603;1520720783051;5604000;94
5604;1520720783231;5605000;87
5605;1520720783414;5606000;86
5606;1520720783596;5607000;94
5607;1520720783778;5608000;95
5608;1520720783956;5609000;92
5609;1520720784137;5610000;86
5610;1520720784317;5611000;89
5611;1520720784499;5612000;93
5612;1520720784683;5613000;94
5613;1520720784870;5614000;100
5614;1520720785050;5615000;84
5615;1520720785229;5616000;90
5616;1520720785411;5617000;95
5617;1520720785594;5618000;93
5618;1520720785775;5619000;91
5619;1520720785958;5620000;96
5620;1520720786138;5621000;89
5621;1520720786321;5622000;92
5622;1520720786503;5623000;90
5623;1520720786686;5624000;103
5624;1520720786864;5625000;88
5625;1520720787045;5626000;91
5626;1520720787222;5627000;85
5627;1520720787405;5628000;99
5628;1520720787586;5629000;89
5629;1520720787771;5630000;91
5630;1520720787957;5631000;104
5631;1520720788140;5632000;91
5632;1520720788325;5633000;99
5633;1520720788508;5634000;96
5634;1520720788694;5635000;99
5635;1520720788876;5636000;95
5636;1520720789055;5637000;87
5637;1520720789238;5638000;98
5638;1520720789416;5639000;82
5639;1520720789596;5640000;94
5640;1520720789777;5641000;92
5641;1520720789971;5642000;103
5642;1520720790155;5643000;95
5643;1520720790338;5644000;94
5644;1520720790515;5645000;84
5645;1520720790696;5646000;98
5646;1520720790878;5647000;89
5647;1520720791056;5648000;92
5648;1520720791240;5649000;98
5649;1520720791417;5650000;88
5650;1520720791597;5651000;91
5651;1520720791775;5652000;87
5652;1520720791958;5653000;100
5653;1520720792138;5654000;91
5654;1520720792318;5655000;92
5655;1520720792495;5656000;89
5656;1520720792672;5657000;87
5657;1520720792909;5658000;127
5658;1520720793091;5659000;90
5659;1520720793282;5660000;90
5660;1520720793470;5661000;102
5661;1520720793656;5662000;91
5662;1520720793847;5663000;96
5663;1520720794030;5664000;104
5664;1520720794209;5665000;94
5665;1520720794390;5666000;92
5666;1520720794572;5667000;97
5667;1520720794751;5668000;91
5668;1520720794936;5669000;97
5669;1520720795118;5670000;99
5670;1520720795300;5671000;95
5671;1520720795483;5672000;95
5672;1520720795666;5673000;92
5673;1520720795845;5674000;87
5674;1520720796028;5675000;88
5675;1520720796207;5676000;90
5676;1520720796390;5677000;92
5677;1520720796568;5678000;90
5678;1520720796745;5679000;87
5679;1520720796929;5680000;99
5680;1520720797109;5681000;88
5681;1520720797286;5682000;89
5682;1520720797465;5683000;87
5683;1520720797644;5684000;92
5684;1520720797823;5685000;88
5685;1520720798008;5686000;103
5686;1520720798188;5687000;87
5687;1520720798365;5688000;92
5688;1520720798546;5689000;87
5689;1520720798739;5690000;104
5690;1520720798921;5691000;88
5691;1520720799098;5692000;88
5692;1520720799277;5693000;93
5693;1520720799457;5694000;97
5694;1520720799633;5695000;89
5695;1520720799814;5696000;91
5696;1520720799998;5697000;98
5697;1520720800185;5698000;96
5698;1520720800390;5699000;123
5699;1520720800574;5700000;90
